itemId,name,goldBase,goldTotal,purchasable,description,stats
223135,Void Staff,2500,2500,True,<mainText><stats><attention>65</attention> Ability Power<br><attention>40%</attention> Magic Penetration</stats><br><br></mainText>,{'FlatMagicDamageMod': 65}
223137,Cryptbloom,2500,2500,True,"<mainText><stats><attention>60</attention> Ability Power<br><attention>30%</attention> Magic Penetration<br><attention>15</attention> Ability Haste</stats><br><br><passive>Life from Death</passive><br>When a champion that you damaged within 3 seconds dies, a nova spreads from their corpse that <healing>heals</healing>.</mainText>",{'FlatMagicDamageMod': 60}
223139,Mercurial Scimitar,2500,2500,True,<mainText><stats><attention>45</attention> Attack Damage<br><attention>40</attention> Magic Resist<br><attention>10%</attention> Life Steal</stats><br><br><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs and gain Move Speed.</mainText>,"{'FlatSpellBlockMod': 40, 'FlatPhysicalDamageMod': 45, 'PercentLifeStealMod': 0.1}"
223142,Youmuu's Ghostblade,2500,2500,True,<mainText><stats><attention>55</attention> Attack Damage<br><attention>22</attention> Lethality<br><attention>4%</attention> Move Speed</stats><br><br><passive>Haunt</passive> <br>Gain <speed> Move Speed</speed> while out of combat.<br><br><br><active>ACTIVE</active> (0s)<br><active>Wraith Step</active><br>Gain Move Speed and Ghosting.</mainText>,"{'FlatPhysicalDamageMod': 55, 'PercentMovementSpeedMod': 0.04}"
223143,Randuin's Omen,2500,2500,True,<mainText><stats><attention>300</attention> Health<br><attention>75</attention> Armor</stats><br><br><passive>Resilience</passive><br>Critical Strikes deal 30% less damage to you.<br><br><active>Humility</active><br><status>Slow</status> nearby enemies.<br><br><active>ACTIVE</active> (0s)<br><active>Humility</active><br>Briefly <keyword>Slow</keyword> nearby enemies by 70% for 2 seconds.</mainText>,"{'FlatHPPoolMod': 300, 'FlatArmorMod': 75}"
223146,Hextech Gunblade,2500,2500,True,"<mainText><stats><attention>90</attention> Ability Power<br><attention>45</attention> Attack Damage<br><attention>15%</attention> Omnivamp</stats><br><br><br><br><active>ACTIVE</active> (0s)<br><active>Lightning Bolt</active><br>Shocks the target enemy champion, dealing  magic damage and slowing them by 40% for 2 seconds.</mainText>","{'FlatMagicDamageMod': 90, 'FlatPhysicalDamageMod': 45}"
223152,Hextech Rocketbelt,2500,2500,True,"<mainText><stats><attention>95</attention> Ability Power<br><attention>400</attention> Health<br><attention>20</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Supersonic:</active> Dash in target direction, unleashing an arc of magic missiles that deal damage.</mainText>","{'FlatHPPoolMod': 400, 'FlatMagicDamageMod': 95}"
223153,Blade of The Ruined King,2500,2500,True,<mainText><stats><attention>30</attention> Attack Damage<br><attention>20%</attention> Attack Speed<br><attention>10%</attention> Life Steal</stats><br><br><passive>Mist's Edge</passive><br>Attacks apply an additional enemy current Health physical damage <OnHit>On-Hit</OnHit>.<br><br><passive>Clawing Shadows</passive> (0s)<br>Your first basic attack against a champion Slows them.</mainText>,"{'FlatPhysicalDamageMod': 30, 'PercentAttackSpeedMod': 0.2, 'PercentLifeStealMod': 0.1}"
223156,Maw of Malmortius,2500,2500,True,"<mainText><stats><attention>50</attention> Attack Damage<br><attention>15</attention> Ability Haste<br><attention>40</attention> Magic Resist</stats><br><br><passive>Lifeline</passive><br>Upon taking magic damage that would reduce Health below 30%, gain a magic damage Shield. When <passive>Lifeline</passive> triggers, gain Omnivamp until the end of combat.  </mainText>","{'FlatSpellBlockMod': 40, 'FlatPhysicalDamageMod': 50}"
223157,Zhonya's Hourglass,2500,2500,True,"<mainText><stats><attention>80</attention> Ability Power<br><attention>50</attention> Armor</stats><br><br><active>Active -</active> <active>Stasis:</active> You become <status>Invulnerable</status> and <status>Untargetable</status> for 2.5 seconds, but are prevented from taking any other actions during this time <buffedStat>(120s)</buffedStat>.</mainText>","{'FlatMagicDamageMod': 80, 'FlatArmorMod': 50}"
223158,Ionian Boots of Lucidity,500,500,True,<mainText><stats><attention>40</attention> Ability Haste<br><attention>45</attention> Move Speed</stats><br><br>Gain 10 Summoner Spell Haste.</mainText>,{'FlatMovementSpeedMod': 45}
223161,Spear of Shojin,2500,2500,True,<mainText><stats><attention>40</attention> Attack Damage<br><attention>200</attention> Health</stats><br><br><passive>Dragonforce</passive> <br>Gain 25 Basic Ability Haste.<br><br><passive>Focused Will</passive> <br>Dealing damage with Abilities increases your Champion's Ability and Passive damage by 3% for 6 seconds. (stacks 4 times).</mainText>,"{'FlatHPPoolMod': 200, 'FlatPhysicalDamageMod': 40}"
223165,Morellonomicon,2500,2500,True,"<mainText><stats><attention>90</attention> Ability Power<br><attention>250</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><passive>Affliction</passive><br>Dealing magic damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds.<br><br><buffedStat>If an enemy heals for more than 60% of their maximum health while continously affected by <status>Grievous Wounds</status>, it is increased to <status>80% Grievous Wounds</status>.</buffedStat><br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText>","{'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 90}"
223172,Zephyr,2500,2500,True,"<mainText><stats><attention>50%</attention> Attack Speed<br><attention>10%</attention> Move Speed<br><attention>30</attention> Ability Haste<br><attention>20%</attention> Tenacity</stats><br><br><passive>Like the Wind</passive><br>Gain 5% Move Speed <OnHit>On-Hit</OnHit> for 6 seconds, stacking up to 25% Move Speed.<br><br><rules>Tenacity reduces the duration of <status>Stun</status>, <status>Slow</status>, <status>Taunt</status>, <status>Fear</status>, <status>Silence</status>, <status>Blind</status>, <status>Polymorph</status> and <status>Immobilizing</status> effects. It has no effect on <status>Airborne</status> or <status>Suppression</status>.</rules></mainText>","{'PercentAttackSpeedMod': 0.5, 'PercentMovementSpeedMod': 0.1}"
223177,Guardian's Blade,500,500,True,<mainText><stats><attention>25</attention> Attack Damage<br><attention>250</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br></mainText>,"{'FlatHPPoolMod': 250, 'FlatPhysicalDamageMod': 25}"
223181,Hullbreaker,2500,2500,True,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>500</attention> Health<br><attention>4%</attention> Move Speed</stats><br><br><passive>Skipper</passive><br>Every fifth Attack against champions and epic monsters deals <physicalDamage> bonus physical damage</physicalDamage>, increased to <physicalDamage></physicalDamage> against structures.<br><br><passive>Solo Party</passive><br>While no allied champions are within 1000 range, you gain  <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR>.</mainText>","{'FlatHPPoolMod': 500, 'FlatPhysicalDamageMod': 40, 'PercentMovementSpeedMod': 0.04}"
223184,Guardian's Hammer,500,500,True,<mainText><stats><attention>25</attention> Attack Damage<br><attention>35%</attention> Attack Speed<br><attention>5%</attention> Life Steal</stats><br><br></mainText>,"{'FlatPhysicalDamageMod': 25, 'PercentAttackSpeedMod': 0.35, 'PercentLifeStealMod': 0.05}"
223185,Guardian's Dirk,500,500,True,<mainText><stats><attention>25</attention> Attack Damage<br><attention>11</attention> Lethality<br><attention>10</attention> Ability Haste</stats><br><br><passive>Agricultural Reaper</passive> <br>Increases effects of Power Flower by 20%. Gain 100 Move speed for 3s after attacking a plant.</mainText>,{'FlatPhysicalDamageMod': 25}
223190,Locket of the Iron Solari,2500,2500,True,"<mainText><stats><attention>400</attention> Health<br><attention>25</attention> Armor<br><attention>35</attention> Magic Resist<br><attention>25</attention> Ability Haste</stats><br><br><active>Devotion</active><br>Grant nearby allies a <shield>Shield</shield>, decaying over time.</mainText>","{'FlatSpellBlockMod': 35, 'FlatHPPoolMod': 400, 'FlatArmorMod': 25}"
223193,Gargoyle Stoneplate,2500,2500,False,<mainText><stats><attention>60</attention> Armor<br><attention>60</attention> Magic Resist<br><attention>15</attention> Ability Haste</stats><br><br><br><li><passive>Fortify:</passive> Taking damage from a champion grants a stack of <scaleArmor> Armor</scaleArmor> and <scaleMR> Magic Resist</scaleMR> for 6 seconds.<br><br><rules>Max 5 stacks; 1 per champion.</rules><active>Active -</active> <active>Unbreakable:</active> Gain a Shield that decays and grow in size.</mainText>,"{'FlatSpellBlockMod': 60, 'FlatArmorMod': 60}"
223222,Mikael's Blessing,2500,2500,True,<mainText><stats><attention>400</attention> Health<br><attention>100%</attention> Base Mana Regen<br><attention>16%</attention> Heal and Shield Power</stats><br><br><active>ACTIVE</active> (0s)<br><active>Purify</active><br>Restore Health and Remove all crowd control debuffs (except <status>Knockups</status> and <status>Suppression</status>) from an ally champion.</mainText>,{'FlatHPPoolMod': 400}
223302,Terminus,2500,2500,True,<mainText><stats><attention>30</attention> Attack Damage<br><attention>25%</attention> Attack Speed</stats><br><br><passive>Shadow</passive><br>Attacks deal <magicDamage>30 bonus magic damage</magicDamage> <OnHit>On-Hit</OnHit>.<br><br><passive>Juxtaposition</passive><br>Alternate between <keywordMajor>Light</keywordMajor> and <keywordMajor>Dark</keywordMajor> Attacks against champions: <li><keywordMajor>Light</keywordMajor> Attacks grant <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> for 5s. <li><keywordMajor>Dark</keywordMajor> Attacks grant 8% <scaleArmor>Armor Penetration</scaleArmor> and <scaleMR>Magic Penetration</scaleMR> for 5s. </mainText>,"{'FlatPhysicalDamageMod': 30, 'PercentAttackSpeedMod': 0.25}"
223504,Ardent Censer,2500,2500,True,"<mainText><stats><attention>40</attention> Ability Power<br><attention>12%</attention> Heal and Shield Power<br><attention>150%</attention> Base Mana Regen<br><attention>6%</attention> Move Speed</stats><br><br><passive>Sanctify</passive><br>Healing or Shielding another ally enhances you both for 6 seconds, granting your Attacks <attackSpeed>40%</attackSpeed> Attack Speed and <magicDamage>25 magic damage</magicDamage> <OnHit>On-Hit</OnHit>.</mainText>","{'FlatMagicDamageMod': 40, 'PercentMovementSpeedMod': 0.06}"
223508,Essence Reaver,2500,2500,True,<mainText><stats><attention>50</attention> Attack Damage<br><attention>20</attention> Ability Haste<br><attention>25%</attention> Critical Strike Chance</stats><br><br><passive>Essence Drain</passive><br>Basic attacks refund mana on-hit.<br></mainText>,"{'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 50}"
223742,Dead Man's Plate,2500,2500,True,"<mainText><stats><attention>300</attention> Health<br><attention>40</attention> Armor<br><attention>7%</attention> Move Speed</stats><br><br><passive>Shipwrecker</passive><br>While moving, build up  Move Speed. Your next Attack discharges built up Move Speed to deal damage. If dealt by a Melee champion at top speed, the Attack also <status>Slows</status> the target.<br><br><passive>Unsinkable</passive><br>The strength of movement slowing effects is reduced.</mainText>","{'FlatHPPoolMod': 300, 'FlatArmorMod': 40, 'PercentMovementSpeedMod': 0.07}"
223748,Titanic Hydra,2500,2500,True,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>400</attention> Health</stats><br><br><br><li><passive>Colossus:</passive> Gain bonus <scaleAD>Attack Damage based off of bonus Health</scaleAD>.<li><passive>Cleave:</passive> Attacks apply additional damage <OnHit>On-Hit</OnHit>, creating a shockwave that deals damage to enemies behind the target.<active>Titanic Crescent</active><br>Empower your next <passive>Cleave</passive> to deal <physicalDamage>bonus physical damage</physicalDamage> <OnHit>On-Hit</OnHit> and deal <physicalDamage>bonus physical damage</physicalDamage> to enemies behind the target.</mainText>","{'FlatHPPoolMod': 400, 'FlatPhysicalDamageMod': 40}"
223814,Edge of Night,2500,2500,True,<mainText><stats><attention>45</attention> Attack Damage<br><attention>14</attention> Lethality<br><attention>375</attention> Health</stats><br><br><passive>Annul</passive> (0s)<br>Gain a Spell Shield that blocks the next enemy Ability.<br><br><rules>Item's cooldown is restarted if you take damage before it is completed.</rules></mainText>,"{'FlatHPPoolMod': 375, 'FlatPhysicalDamageMod': 45}"
224004,Spectral Cutlass,2500,2500,True,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>21</attention> Lethality</stats><br><br><active>Active -</active> <active>Soul Anchor</active> (0s)<br>Mark your current location. After 5 seconds, return to that location. You may recast at any point during <active>Soul Anchor's</active> duration to return to your marked location early.</mainText>",{'FlatPhysicalDamageMod': 55}
224005,Imperial Mandate,2500,2500,True,"<mainText><stats><attention>60</attention> Ability Power<br><attention>35</attention> Ability Haste<br><attention>150%</attention> Base Mana Regen</stats><br><br><passive>Coordinated Fire</passive> (0s) per target<br><keyword>Slowing</keyword> or <keyword>Immobilizing</keyword> an enemy champion marks them for 5 seconds. Ally champion damage detonates the mark, dealing <magicDamage>magic damage equal to 10% of current health</magicDamage>. </mainText>",{'FlatMagicDamageMod': 60}
224401,Force of Nature,2500,2500,True,"<mainText><stats><attention>400</attention> Health<br><attention>50</attention> Magic Resist<br><attention>4%</attention> Move Speed</stats><br><br><passive>Absorb</passive><br>Taking <magicDamage>magic damage</magicDamage> from enemy Champions grants a stack of <attention>Steadfast</attention> (max 10) for 7 seconds. Enemy <status>Immobilizing</status> effects grant an additional 2 stacks.<br><br><passive>Dissipate</passive><br>While at 10 stacks of <attention>Steadfast</attention>, gain <scaleMR>50 Magic Resist</scaleMR> and 14% increased Move Speed.<br><br><rules>One spell can add a new stack of <attention>Steadfast</attention> every 1 second.</rules></mainText>","{'FlatSpellBlockMod': 50, 'FlatHPPoolMod': 400, 'PercentMovementSpeedMod': 0.04}"
224403,The Golden Spatula,2500,2500,True,"<mainText><stats><attention>90</attention> Attack Damage<br><attention>125</attention> Ability Power<br><attention>60%</attention> Attack Speed<br><attention>25%</attention> Critical Strike Chance<br><attention>250</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>250</attention> Mana<br><attention>20</attention> Ability Haste<br><attention>10%</attention> Move Speed<br><attention>10%</attention> Life Steal<br><attention>100%</attention> Base Health Regen<br><attention>100%</attention> Base Mana Regen</stats><br><br><passive>Doing Something</passive><br>You are permanently On Fire!<br><br><flavorText>""It must do something...<br>Declined, it does EVERYTHING""</flavorText></mainText>","{'FlatSpellBlockMod': 30, 'FlatMPPoolMod': 250, 'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 125, 'FlatArmorMod': 30, 'FlatCritChanceMod': 0.25, 'FlatPhysicalDamageMod': 90, 'PercentAttackSpeedMod': 0.6, 'PercentLifeStealMod': 0.1, 'PercentMovementSpeedMod': 0.1}"
224628,Horizon Focus,2500,2500,True,<mainText><stats><attention>80</attention> Ability Power<br><attention>25</attention> Ability Haste</stats><br><br><br><li><passive>Hypershot:</passive> Damaging a champion with a non-targeted Ability at over 600 range or <status>Slowing or Immobilizing</status> them <keywordStealth>Reveals</keywordStealth> them and increases their damage taken from you.<br><br><rules>The Ability that triggers <passive>Hypershot</passive> also benefits from the damage increase. Pets and non-immobilizing traps do not trigger this effect. Only the initial placement of zone Abilities will trigger this effect. Distance is measured from the Ability cast position. </rules></mainText>,{'FlatMagicDamageMod': 80}
224629,Cosmic Drive,2500,2500,True,<mainText><stats><attention>65</attention> Ability Power<br><attention>350</attention> Health<br><attention>35</attention> Ability Haste<br><attention>4%</attention> Move Speed</stats><br><br><passive>Spelldance</passive><br>Dealing <magicDamage>magic</magicDamage> or <trueDamage>true damage</trueDamage> to champions grants <speed> Move Speed</speed> for 4 seconds.</mainText>,"{'FlatHPPoolMod': 350, 'FlatMagicDamageMod': 65, 'PercentMovementSpeedMod': 0.04}"
224633,Riftmaker,2500,2500,True,"<mainText><stats><attention>60</attention> Ability Power<br><attention>350</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><passive>Void Corruption</passive><br>For each second in combat with enemy champions, deal 2% bonus damage, up to 8%. At maximum strength, gain <omnivamp>Omnivamp</omnivamp>.<br><br><passive>Void Infusion</passive><br>Gain 2% of your <scaleHealth>bonus Health</scaleHealth> as <scaleAP>Ability Power</scaleAP>.</mainText>","{'FlatHPPoolMod': 350, 'FlatMagicDamageMod': 60}"
224636,Night Harvester,2500,2500,False,<mainText><stats><attention>90</attention> Ability Power<br><attention>300</attention> Health<br><attention>25</attention> Ability Haste</stats><br><br><passive>Soulrend</passive><br>Damaging a champion with Attacks or Abilities deals an additional <magicDamage> magic damage</magicDamage> and grants you <speed>25% Move Speed</speed> for 1.5 seconds <buffedstat>(30(0s) per champion)</buffedstat>.<br><br><rules>Damaging a new champion will extend the duration of the Move Speed bonus.</rules></mainText>,"{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 90}"
224637,Demonic Embrace,2500,2500,False,<mainText><stats><attention>75</attention> Ability Power<br><attention>350</attention> Health</stats><br><br><passive>Azakana's Gaze</passive><br>Dealing Ability damage burns enemies for {{ Item_Melee_Ranged_Split }} <magicDamage>max Health magic damage</magicDamage> every second for 4 seconds. <br><br><passive>Dark Pact</passive><br>Gain 2% of your <scaleHealth>bonus Health</scaleHealth> as <scaleAP>Ability Power</scaleAP>. <br><br><rules><passive>Azakana's Gaze</passive> deals a maximum of 40 damage to monsters.</rules></mainText>,"{'FlatHPPoolMod': 350, 'FlatMagicDamageMod': 75}"
224644,Crown of the Shattered Queen,2500,2500,False,"<mainText><stats><attention>85</attention> Ability Power<br><attention>250</attention> Health<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><passive>Safeguard</passive><br>You are <keywordMajor>Safeguarded</keywordMajor>, reducing incoming champion damage by 40%. <keywordMajor>Safeguard</keywordMajor> persists for 2.5 seconds after taking champion damage. ((0s). <br><br><rules>Item cooldown is restarted when damage is taken from champions.</rules></mainText>","{'FlatMPPoolMod': 600, 'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 85}"
224645,Shadowflame,2500,2500,True,"<mainText><stats><attention>90</attention> Ability Power<br><attention>10</attention> Magic Penetration</stats><br><br><passive>Cinderbloom</passive><br><magicDamage>Magic</magicDamage> and <trueDamage>true damage</trueDamage> <attention>Critically Strikes</attention> enemies below 40% Health, dealing 15% increased damage. </mainText>",{'FlatMagicDamageMod': 90}
224646,Stormsurge,2500,2500,True,"<mainText><stats><attention>80</attention> Ability Power<br><attention>15</attention> Magic Penetration<br><attention>4%</attention> Move Speed</stats><br><br><passive>Stormraider</passive><br>Dealing 25% of a champion's maximum Health within 2.5s applies <passive>Squall</passive> to them and grants <speed>25% Move Speed</speed> for 1.5 seconds.<br><br><passive>Squall</passive><br>After 2 seconds, deal <magicDamage>magic damage</magicDamage>. If the target dies before <passive>Squall</passive> triggers, it damages nearby enemies and grants <gold>125 gold</gold>.</mainText>","{'FlatMagicDamageMod': 80, 'PercentMovementSpeedMod': 0.04}"
226035,Silvermere Dawn,2500,2500,False,<mainText><stats><attention>40</attention> Attack Damage<br><attention>300</attention> Health<br><attention>40</attention> Magic Resist</stats><br><br><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs and gain Tenacity and Slow Resistance.</mainText>,"{'FlatSpellBlockMod': 40, 'FlatHPPoolMod': 300, 'FlatPhysicalDamageMod': 40}"
226333,Death's Dance,2500,2500,True,<mainText><stats><attention>60</attention> Attack Damage<br><attention>10</attention> Ability Haste<br><attention>45</attention> Armor</stats><br><br><passive>Ignore Pain</passive><br>Damage taken is dealt to you over time instead.<br><br><passive>Defy</passive><br>Champion takedowns cleanse <passive>Ignore Pain's</passive> remaining damage pool and restore Health over time.</mainText>,"{'FlatArmorMod': 45, 'FlatPhysicalDamageMod': 60}"
226609,Chempunk Chainsword,2500,2500,True,"<mainText><stats><attention>45</attention> Attack Damage<br><attention>450</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><passive>Hackshorn</passive><br>Dealing physical damage applies 40% <status>Grievous Wounds</status> to enemy champions for 3 seconds.<br><br><buffedStat>If an enemy heals for more than 60% of their maximum health while continously affected by <status>Grievous Wounds</status>, it is increased to <status>80% Grievous Wounds</status>.</buffedStat><br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText>","{'FlatHPPoolMod': 450, 'FlatPhysicalDamageMod': 45}"
226610,Sundered Sky,2500,2500,True,<mainText><stats><attention>40</attention> Attack Damage<br><attention>350</attention> Health<br><attention>10</attention> Ability Haste</stats><br><br><passive>Lightshield Strike</passive><br>Your first Attack against a champion <attention>Critically Strikes</attention> and <healing>restores Health</healing>.</mainText>,"{'FlatHPPoolMod': 350, 'FlatPhysicalDamageMod': 40}"
226616,Staff of Flowing Water,2500,2500,True,<mainText><stats><attention>55</attention> Ability Power<br><attention>14%</attention> Heal and Shield Power<br><attention>150%</attention> Base Mana Regen<br><attention>10%</attention> Move Speed</stats><br><br><passive>Rapids</passive><br>Healing or Shielding an ally grants you both <magicDamage> Ability Power</magicDamage> for 4 seconds.</mainText>,"{'FlatMagicDamageMod': 55, 'PercentMovementSpeedMod': 0.1}"
226617,Moonstone Renewer,2500,2500,True,"<mainText><stats><attention>35</attention> Ability Power<br><attention>200</attention> Health<br><attention>30</attention> Ability Haste<br><attention>125%</attention> Base Mana Regen</stats><br><br><passive>Starlit Grace</passive><br><healing>Healing or shielding</healing> yourself or an ally chains to the other champion, healing <healing>20%</healing> or shielding <shield>25%</shield> of the original amount.</mainText>","{'FlatHPPoolMod': 200, 'FlatMagicDamageMod': 35}"
226620,Echoes of Helia,2500,2500,True,<mainText><stats><attention>40</attention> Ability Power<br><attention>300</attention> Health<br><attention>30</attention> Ability Haste<br><attention>150%</attention> Base Mana Regen</stats><br><br><br><li><passive>Soul Siphon:</passive> Damaging a champion grants a <passive>Soul Shard</passive>. Healing or Shielding an ally consumes all <passive>Soul Shards</passive> to restore Health and deals magic damage per Shard to the nearest enemy champion.<br></mainText>,"{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 40}"
226621,Dawncore,2500,2500,True,<mainText><stats><attention>45</attention> Ability Power<br><attention>16%</attention> Heal and Shield Power<br><attention>200%</attention> Base Mana Regen</stats><br><br><passive>First Light</passive><br>Gain <healing>3% Heal and Shield Power</healing> and <scaleAP>10 Ability Power</scaleAP> per 100% Base Mana Regen.</mainText>,{'FlatMagicDamageMod': 45}
226630,Goredrinker,1000,1000,True,<mainText><stats><attention>55</attention> Attack Damage<br><attention>400</attention> Health<br><attention>20</attention> Ability Haste<br><attention>10%</attention> Omnivamp</stats><br><br><br><br><active>Active -</active> <active>Thirsting Slash:</active> Deal damage to nearby enemies. Restore Health for each champion hit.</mainText>,"{'FlatHPPoolMod': 400, 'FlatPhysicalDamageMod': 55}"
226631,Stridebreaker,2500,2500,True,<mainText><stats><attention>40</attention> Attack Damage<br><attention>15%</attention> Attack Speed<br><attention>375</attention> Health</stats><br><br><passive>Cleave</passive><br>Attacks deal <physicalDamage>physical damage</physicalDamage> to nearby enemies.<br><active>Breaking Shockwave</active><br>Deal <physicalDamage>physical damage</physicalDamage> and <status>Slow</status> nearby enemies by 40%.<br>Gain <speed>40% decaying Move Speed</speed> per champion hit for 3 seconds.</mainText>,"{'FlatHPPoolMod': 375, 'FlatPhysicalDamageMod': 40, 'PercentAttackSpeedMod': 0.15}"
226632,Divine Sunderer,2500,2500,False,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>300</attention> Health<br><attention>20</attention> Ability Haste</stats><br><br><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <physicalDamage> + {{ Item_Melee_Ranged_Split_B }} target max Health physical damage</physicalDamage> {{ Item_Cooldown }}. If the target is a champion, also heal for <healing>55% of the premitigation damage</healing>.<br><br>{{ Item_Mythic_Passive }} <attention>3%</attention> Armor Penetration and <attention>3%</attention> Magic Penetration.<br><br><rules><passive>Spellblade</passive> deals  min damage to units, but no more than  damage to Monsters. {{ Item_Melee_Ranged_Rules }}</rules></mainText>","{'FlatHPPoolMod': 300, 'FlatPhysicalDamageMod': 40}"
226653,Liandry's Anguish,2500,2500,True,"<mainText><stats><attention>50</attention> Ability Power<br><attention>250</attention> Health</stats><br><br><passive>Torment</passive><br>Damaging Abilities <keywordMajor>Burn</keywordMajor> enemies for <magicDamage>2% max Health magic damage</magicDamage> per second for 3 seconds.<br><br><passive>Suffering</passive><br>For each second in combat with enemy champions, deal 2% bonus damage, up to 6%.</mainText>","{'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 50}"
226655,Luden's Companion,2500,2500,True,"<mainText><stats><attention>85</attention> Ability Power<br><attention>600</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Fire</passive><br>Damaging Abilities consume all the charges to deal an additional magic damage to the target and one additional nearby target per charge. If there are insufficient targets in range, for each remaining shot, repeat the damage on the primary target.</mainText>","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 85}"
226656,Everfrost,2500,2500,False,"<mainText><stats><attention>70</attention> Ability Power<br><attention>250</attention> Health<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><active>ACTIVE</active> (0s)<br><active>Glaciate</active><br> Deal damage in a cone, <status>Slowing</status> enemies hit. Enemies at the center of the cone are <status>Rooted</status> instead.</mainText>","{'FlatMPPoolMod': 600, 'FlatHPPoolMod': 250, 'FlatMagicDamageMod': 70}"
226657,Rod of Ages,2500,2500,True,"<mainText><stats><attention>60</attention> Ability Power<br><attention>350</attention> Health<br><attention>300</attention> Mana</stats><br><br><passive>Timeless</passive><br><buffedStat>After 2 combat rounds</buffedStat>, this item gains an additional <magicDamage>50 Ability Power</magicDamage>, <scaleHealth>300 Health</scaleHealth>, and <scaleMana>400 Mana</scaleMana>, and you gain a level.<br><br><passive>Eternity</passive><br>Taking damage from champions restores 7% of premitigation damage as <scaleMana>Mana</scaleMana>. Casting an ability heals for 25% of <scaleMana>Mana</scaleMana> spent, up to <scaleHealth>20 Health</scaleHealth> per cast, per second.</mainText>","{'FlatMPPoolMod': 300, 'FlatHPPoolMod': 350, 'FlatMagicDamageMod': 60}"
226662,Iceborn Gauntlet,2500,2500,True,"<mainText><stats><attention>300</attention> Health<br><attention>45</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><passive>Spellblade</passive><br>After using an Ability, your next Attack deals <physicalDamage>bonus physical damage</physicalDamage> <OnHit>On-Hit</OnHit> and creates a frost field for 2s that <status>Slows</status>.</mainText>","{'FlatHPPoolMod': 300, 'FlatArmorMod': 45}"
226664,Hollow Radiance,2500,2500,True,"<mainText><stats><attention>450</attention> Health<br><attention>40</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><passive>Immolate</passive><br>After taking or dealing damage, deal <magicDamage>magic damage</magicDamage> per second to nearby enemies for 3 seconds. <br><br><passive>Desolate</passive><br>Killing an enemy deals <magicDamage>magic damage</magicDamage> around them.</mainText>","{'FlatSpellBlockMod': 40, 'FlatHPPoolMod': 450}"
226665,"Jak'Sho, The Protean",2500,2500,True,"<mainText><stats><attention>350</attention> Health<br><attention>35</attention> Armor<br><attention>35</attention> Magic Resist</stats><br><br><passive>Voidborn Resilience</passive><br>After 5 seconds of champion combat, increase your bonus <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> by 40% until end of combat.<br><br></mainText>","{'FlatSpellBlockMod': 35, 'FlatHPPoolMod': 350, 'FlatArmorMod': 35}"
226667,Radiant Virtue,2500,2500,False,"<mainText><stats><attention>350</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><br><br><li><passive>Guiding Light:</passive> Upon casting your Ultimate you Transcend, increasing your Max Health by 12.5% for 9s. While Transcended you and allies within 1200 range of you heal for 10% of your max Health over the duration (90(0s)).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>75</attention> Health.</mainText>","{'FlatSpellBlockMod': 30, 'FlatHPPoolMod': 350, 'FlatArmorMod': 30}"
